timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/18 16:07:53.570, 0, 1785 MHz, 2619 MHz, 91.92 W, 0 %, 2659 MiB
2026/09/18 16:07:53.670, 0, 1785 MHz, 2619 MHz, 91.90 W, 0 %, 16061 MiB
2026/09/18 16:07:53.770, 0, 1785 MHz, 2619 MHz, 91.91 W, 0 %, 16061 MiB
2026/09/18 16:07:53.870, 0, 1785 MHz, 2619 MHz, 91.87 W, 0 %, 16061 MiB
2026/09/18 16:07:53.971, 0, 1785 MHz, 2619 MHz, 91.87 W, 0 %, 16061 MiB
2026/09/18 16:07:54.071, 0, 1785 MHz, 2619 MHz, 91.89 W, 0 %, 16061 MiB
2026/09/18 16:07:54.171, 0, 1785 MHz, 2619 MHz, 91.89 W, 0 %, 16061 MiB
2026/09/18 16:07:54.271, 0, 1785 MHz, 2619 MHz, 91.91 W, 2 %, 16061 MiB
2026/09/18 16:07:54.371, 0, 1785 MHz, 2619 MHz, 91.98 W, 2 %, 16061 MiB
2026/09/18 16:07:54.471, 0, 1785 MHz, 2619 MHz, 92.00 W, 2 %, 16061 MiB
2026/09/18 16:07:54.572, 0, 1785 MHz, 2619 MHz, 92.00 W, 2 %, 16061 MiB
2026/09/18 16:07:54.672, 0, 1785 MHz, 2619 MHz, 91.96 W, 1 %, 16061 MiB
2026/09/18 16:07:54.772, 0, 1785 MHz, 2619 MHz, 91.97 W, 1 %, 16061 MiB
2026/09/18 16:07:54.872, 0, 1785 MHz, 2619 MHz, 92.01 W, 1 %, 16061 MiB
