sample,timestamp,wall_time,phase,agg_nodes,bw_mbps,iops,lat_mean_us,lat_p50_us,lat_p95_us,lat_p99_us,lat_max_us
222,2026-09-13T20:10:05-05:00,4514,recover_3,16,3793.4,30347,2107.0,2072.6,2506.8,2768.9,4084.6
223,2026-09-13T20:10:25-05:00,4534,recover_3,16,3845.5,30764,2078.6,2039.8,2474.0,2768.9,3943.2
224,2026-09-13T20:10:46-05:00,4555,recover_3,16,3804.3,30435,2101.0,2072.6,2474.0,2736.1,4258.0
225,2026-09-13T20:11:06-05:00,4575,recover_3,16,3737.5,29900,2138.7,2113.5,2506.8,2801.7,5326.7
226,2026-09-13T20:11:27-05:00,4596,recover_3,16,3772.4,30179,2118.9,2089.0,2506.8,2768.9,4055.6
227,2026-09-13T20:11:47-05:00,4616,recover_3,16,3814.3,30514,2095.8,2056.2,2474.0,2736.1,4433.9
228,2026-09-13T20:12:07-05:00,4636,recover_3,16,3720.2,29762,2148.6,2113.5,2539.5,2834.4,4420.3
229,2026-09-13T20:12:28-05:00,4657,recover_3,16,3806.8,30454,2099.7,2056.2,2474.0,2768.9,4178.8
230,2026-09-13T20:12:48-05:00,4677,recover_3,16,3844.2,30754,2079.4,2039.8,2441.2,2736.1,4025.5
231,2026-09-13T20:13:09-05:00,4698,recover_3,16,3838.2,30706,2082.6,2039.8,2474.0,2736.1,6900.4
232,2026-09-13T20:13:29-05:00,4718,recover_3,16,3818.2,30545,2093.6,2056.2,2474.0,2768.9,4648.1
233,2026-09-13T20:13:49-05:00,4738,recover_3,16,3756.9,30055,2127.6,2089.0,2539.5,2801.7,3913.5
234,2026-09-13T20:14:10-05:00,4759,recover_3,16,3817.9,30543,2093.7,2056.2,2474.0,2736.1,4455.2
235,2026-09-13T20:14:30-05:00,4779,recover_3,16,3838.1,30704,2082.5,2039.8,2441.2,2768.9,11370.4
236,2026-09-13T20:14:51-05:00,4800,quiet_4,64,3828.7,30630,2087.5,2056.2,2441.2,2703.4,4109.9
237,2026-09-13T20:15:11-05:00,4820,quiet_4,64,3817.3,30538,2093.9,2056.2,2474.0,2736.1,3867.2
238,2026-09-13T20:15:32-05:00,4841,quiet_4,64,3826.2,30610,2089.0,2056.2,2474.0,2768.9,3805.0
239,2026-09-13T20:15:52-05:00,4861,quiet_4,64,3806.1,30449,2100.0,2056.2,2474.0,2768.9,4214.7
240,2026-09-13T20:16:12-05:00,4881,quiet_4,64,3813.7,30509,2095.8,2056.2,2474.0,2736.1,4046.6
241,2026-09-13T20:16:33-05:00,4902,quiet_4,64,3807.2,30458,2099.5,2056.2,2474.0,2768.9,4879.4
242,2026-09-13T20:16:53-05:00,4922,quiet_4,64,3826.8,30614,2088.8,2056.2,2474.0,2736.1,4393.0
243,2026-09-13T20:17:14-05:00,4943,quiet_4,64,3765.5,30124,2122.7,2089.0,2506.8,2768.9,4131.1
244,2026-09-13T20:17:34-05:00,4963,quiet_4,64,3830.8,30647,2086.5,2056.2,2474.0,2736.1,4065.5
245,2026-09-13T20:17:55-05:00,4984,quiet_4,64,3801.7,30413,2102.5,2072.6,2474.0,2768.9,4313.3
246,2026-09-13T20:18:15-05:00,5004,quiet_4,64,3840.9,30727,2081.0,2039.8,2441.2,2703.4,3955.9
247,2026-09-13T20:18:35-05:00,5024,quiet_4,64,3770.0,30160,2120.1,2089.0,2506.8,2801.7,5704.3
248,2026-09-13T20:18:56-05:00,5045,quiet_4,64,3757.8,30062,2127.1,2089.0,2506.8,2768.9,4103.9
249,2026-09-13T20:19:16-05:00,5065,quiet_4,64,3828.5,30628,2087.9,2056.2,2474.0,2736.1,4208.9
250,2026-09-13T20:19:37-05:00,5086,quiet_4,64,3807.3,30458,2099.5,2056.2,2474.0,2736.1,8938.7
251,2026-09-13T20:19:57-05:00,5106,load_4,64,3815.7,30526,2094.8,2056.2,2474.0,2768.9,4161.9
252,2026-09-13T20:20:18-05:00,5127,load_4,64,3777.7,30222,2115.8,2089.0,2474.0,2768.9,4269.6
253,2026-09-13T20:20:38-05:00,5147,load_4,64,3821.1,30569,2091.9,2056.2,2474.0,2736.1,4112.5
254,2026-09-13T20:20:58-05:00,5167,load_4,64,3846.7,30773,2077.9,2039.8,2474.0,2768.9,3950.6
255,2026-09-13T20:21:19-05:00,5188,load_4,64,3824.7,30598,2089.9,2056.2,2474.0,2736.1,3889.4
256,2026-09-13T20:21:39-05:00,5208,load_4,64,3798.2,30386,2104.4,2072.6,2474.0,2768.9,4352.5
257,2026-09-13T20:22:00-05:00,5229,load_4,64,3732.0,29856,2141.7,2113.5,2539.5,2801.7,4070.0
258,2026-09-13T20:22:20-05:00,5249,load_4,64,3832.6,30661,2085.5,2039.8,2441.2,2736.1,3908.3
259,2026-09-13T20:22:40-05:00,5269,load_4,64,3800.2,30402,2103.3,2072.6,2474.0,2736.1,14509.6
260,2026-09-13T20:23:01-05:00,5290,load_4,64,3796.6,30373,2105.3,2072.6,2474.0,2736.1,4280.0
261,2026-09-13T20:23:21-05:00,5310,load_4,64,3799.1,30393,2103.6,2072.6,2474.0,2736.1,4510.7
262,2026-09-13T20:23:42-05:00,5331,load_4,64,3792.2,30338,2107.7,2072.6,2474.0,2768.9,3892.2
263,2026-09-13T20:24:02-05:00,5351,load_4,64,3845.5,30764,2078.3,2039.8,2441.2,2736.1,4093.2
264,2026-09-13T20:24:23-05:00,5372,load_4,64,3826.5,30612,2088.9,2056.2,2474.0,2768.9,3832.4
265,2026-09-13T20:24:43-05:00,5392,load_4,64,3798.6,30388,2104.1,2072.6,2474.0,2768.9,3979.2
266,2026-09-13T20:25:03-05:00,5412,load_4,64,3805.2,30441,2100.6,2056.2,2474.0,2736.1,4116.2
267,2026-09-13T20:25:24-05:00,5433,load_4,64,3840.5,30724,2081.3,2056.2,2441.2,2670.6,3697.4
268,2026-09-13T20:25:44-05:00,5453,load_4,64,3792.5,30340,2107.5,2072.6,2474.0,2736.1,3743.4
269,2026-09-13T20:26:05-05:00,5474,load_4,64,3825.5,30604,2089.5,2056.2,2441.2,2703.4,4059.5
270,2026-09-13T20:26:25-05:00,5494,load_4,64,3733.8,29870,2140.6,2113.5,2539.5,2801.7,4024.9
271,2026-09-13T20:26:46-05:00,5515,load_4,64,3806.7,30454,2099.8,2056.2,2474.0,2736.1,5905.4
272,2026-09-13T20:27:06-05:00,5535,load_4,64,3787.7,30302,2110.3,2072.6,2506.8,2768.9,3994.0
273,2026-09-13T20:27:26-05:00,5555,load_4,64,3836.1,30689,2083.7,2039.8,2474.0,2768.9,4254.6
274,2026-09-13T20:27:47-05:00,5576,load_4,64,3800.0,30400,2103.5,2072.6,2474.0,2768.9,10556.3
275,2026-09-13T20:28:07-05:00,5596,load_4,64,3856.8,30855,2072.5,2039.8,2441.2,2703.4,3939.2
276,2026-09-13T20:28:28-05:00,5617,load_4,64,3863.3,30906,2069.1,2039.8,2441.2,2703.4,3676.5
277,2026-09-13T20:28:48-05:00,5637,load_4,64,3813.7,30509,2096.1,2056.2,2474.0,2768.9,3807.7
278,2026-09-13T20:29:09-05:00,5658,load_4,64,3837.2,30698,2083.1,2039.8,2441.2,2736.1,4384.9
279,2026-09-13T20:29:29-05:00,5678,load_4,64,3688.2,29505,2167.1,2113.5,2572.3,2834.4,4017.0
280,2026-09-13T20:29:49-05:00,5698,load_4,64,3744.6,29957,2134.6,2089.0,2539.5,2834.4,16061.2
281,2026-09-13T20:30:10-05:00,5719,recover_4,64,3784.1,30273,2112.2,2072.6,2506.8,2768.9,3891.6
282,2026-09-13T20:30:30-05:00,5739,recover_4,64,3808.9,30471,2098.6,2072.6,2474.0,2736.1,4708.2
283,2026-09-13T20:30:51-05:00,5760,recover_4,64,3828.1,30625,2088.0,2056.2,2474.0,2736.1,4311.9
284,2026-09-13T20:31:11-05:00,5780,recover_4,64,3822.9,30583,2090.8,2056.2,2474.0,2736.1,3806.3
285,2026-09-13T20:31:32-05:00,5801,recover_4,64,3859.6,30877,2070.9,2039.8,2441.2,2703.4,4159.6
286,2026-09-13T20:31:52-05:00,5821,recover_4,64,3774.6,30197,2117.6,2089.0,2506.8,2768.9,4141.7
287,2026-09-13T20:32:12-05:00,5841,recover_4,64,3791.0,30328,2108.5,2072.6,2506.8,2801.7,3950.0
288,2026-09-13T20:32:33-05:00,5862,recover_4,64,3723.9,29791,2146.5,2113.5,2539.5,2801.7,5166.1
289,2026-09-13T20:32:53-05:00,5882,recover_4,64,3850.7,30805,2075.9,2039.8,2441.2,2703.4,4052.3
290,2026-09-13T20:33:14-05:00,5903,recover_4,64,3811.3,30490,2097.1,2056.2,2474.0,2736.1,4207.2
291,2026-09-13T20:33:34-05:00,5923,recover_4,64,3814.7,30517,2095.3,2056.2,2474.0,2736.1,4208.2
292,2026-09-13T20:33:54-05:00,5943,recover_4,64,3865.0,30920,2068.1,2039.8,2441.2,2703.4,3769.8
293,2026-09-13T20:34:15-05:00,5964,recover_4,64,3818.6,30549,2093.2,2056.2,2474.0,2768.9,4202.7
294,2026-09-13T20:34:35-05:00,5984,recover_4,64,3797.9,30383,2104.5,2072.6,2506.8,2768.9,4206.9
295,2026-09-13T20:34:56-05:00,6005,recover_4,64,3800.9,30407,2102.9,2072.6,2474.0,2768.9,3954.3
296,2026-09-13T20:35:16-05:00,6025,recover_4,64,3802.0,30416,2102.4,2072.6,2474.0,2736.1,4083.9
297,2026-09-13T20:35:37-05:00,6046,recover_4,64,3810.8,30486,2097.6,2056.2,2474.0,2736.1,4248.2
298,2026-09-13T20:35:57-05:00,6066,recover_4,64,3785.2,30282,2111.7,2072.6,2474.0,2768.9,3967.3
299,2026-09-13T20:36:17-05:00,6086,recover_4,64,3819.1,30553,2092.9,2056.2,2474.0,2736.1,3971.0
300,2026-09-13T20:36:38-05:00,6107,recover_4,64,3785.0,30280,2111.8,2072.6,2506.8,2768.9,4766.2
301,2026-09-13T20:36:58-05:00,6127,recover_4,64,3803.0,30424,2101.7,2072.6,2474.0,2736.1,4023.1
302,2026-09-13T20:37:19-05:00,6148,recover_4,64,3811.2,30490,2097.3,2056.2,2474.0,2736.1,4142.7
303,2026-09-13T20:37:39-05:00,6168,recover_4,64,3838.1,30705,2082.8,2039.8,2441.2,2736.1,3964.1
304,2026-09-13T20:38:00-05:00,6189,recover_4,64,3805.5,30444,2100.4,2056.2,2474.0,2736.1,8373.0
305,2026-09-13T20:38:20-05:00,6209,recover_4,64,3841.1,30729,2080.9,2039.8,2441.2,2736.1,3913.1
306,2026-09-13T20:38:40-05:00,6229,recover_4,64,3812.4,30499,2096.7,2056.2,2474.0,2768.9,4134.7
307,2026-09-13T20:39:01-05:00,6250,recover_4,64,3828.4,30627,2088.0,2056.2,2474.0,2736.1,3886.4
308,2026-09-13T20:39:21-05:00,6270,recover_4,64,3783.6,30268,2112.6,2072.6,2506.8,2768.9,9637.2
309,2026-09-13T20:39:42-05:00,6291,recover_4,64,3804.1,30433,2101.3,2056.2,2474.0,2736.1,10720.5
310,2026-09-13T20:40:02-05:00,6311,quiet_0,0,3849.2,30794,2076.6,2039.8,2474.0,2768.9,3923.0
311,2026-09-13T20:40:22-05:00,6331,quiet_0,0,3833.4,30667,2085.2,2039.8,2474.0,2736.1,3882.9
312,2026-09-13T20:40:43-05:00,6352,quiet_0,0,3783.8,30270,2112.4,2072.6,2506.8,2768.9,3997.4
313,2026-09-13T20:41:03-05:00,6372,quiet_0,0,3819.7,30558,2092.6,2056.2,2474.0,2768.9,4098.9
314,2026-09-13T20:41:24-05:00,6393,quiet_0,0,3816.3,30530,2094.3,2056.2,2474.0,2736.1,4108.7
315,2026-09-13T20:41:44-05:00,6413,quiet_0,0,3794.6,30357,2106.6,2072.6,2506.8,2801.7,4135.2
316,2026-09-13T20:42:05-05:00,6434,quiet_0,0,3854.8,30838,2073.4,2039.8,2441.2,2736.1,4692.5
317,2026-09-13T20:42:25-05:00,6454,quiet_0,0,3881.7,31054,2059.2,2023.4,2441.2,2703.4,3880.1
318,2026-09-13T20:42:45-05:00,6474,quiet_0,0,3819.4,30555,2092.8,2056.2,2474.0,2736.1,3994.8
319,2026-09-13T20:43:06-05:00,6495,quiet_0,0,3819.1,30553,2093.0,2056.2,2474.0,2768.9,4094.5
320,2026-09-13T20:43:26-05:00,6515,quiet_0,0,3797.3,30379,2104.8,2072.6,2474.0,2768.9,4111.9
321,2026-09-13T20:43:47-05:00,6536,quiet_0,0,3775.3,30202,2117.4,2089.0,2506.8,2768.9,4098.2
322,2026-09-13T20:44:07-05:00,6556,quiet_0,0,3861.7,30894,2069.8,2039.8,2441.2,2736.1,5335.9
323,2026-09-13T20:44:28-05:00,6577,quiet_0,0,3836.6,30693,2083.2,2039.8,2474.0,2768.9,4146.3
324,2026-09-13T20:44:48-05:00,6597,quiet_0,0,3819.7,30558,2092.6,2056.2,2474.0,2768.9,3846.5
