timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2026/09/12 13:22:14.182, 0, 147.36 W, 100 %, 1 %, 34169 MiB
2026/09/12 13:22:14.182, 1, 63.12 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:14.182, 2, 64.46 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:14.182, 3, 63.53 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:15.182, 0, 147.71 W, 100 %, 2 %, 34169 MiB
2026/09/12 13:22:15.183, 1, 63.10 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:15.183, 2, 64.50 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:15.183, 3, 63.50 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:16.183, 0, 146.85 W, 100 %, 3 %, 34169 MiB
2026/09/12 13:22:16.183, 1, 63.11 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:16.183, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:16.183, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:17.183, 0, 147.23 W, 100 %, 3 %, 34169 MiB
2026/09/12 13:22:17.183, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:17.183, 2, 64.50 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:17.183, 3, 63.52 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:18.183, 0, 147.02 W, 100 %, 5 %, 34169 MiB
2026/09/12 13:22:18.183, 1, 63.10 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:18.183, 2, 64.46 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:18.183, 3, 63.50 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:19.183, 0, 147.02 W, 100 %, 6 %, 34169 MiB
2026/09/12 13:22:19.184, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:19.184, 2, 64.47 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:19.184, 3, 63.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:20.184, 0, 147.73 W, 100 %, 6 %, 34169 MiB
2026/09/12 13:22:20.184, 1, 63.10 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:20.184, 2, 64.46 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:20.184, 3, 63.46 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:21.184, 0, 155.99 W, 100 %, 3 %, 34169 MiB
2026/09/12 13:22:21.184, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:21.184, 2, 64.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:21.184, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:22.184, 0, 147.36 W, 100 %, 5 %, 34169 MiB
2026/09/12 13:22:22.184, 1, 63.11 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:22.184, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:22.184, 3, 63.41 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:23.184, 0, 147.13 W, 100 %, 5 %, 34169 MiB
2026/09/12 13:22:23.184, 1, 63.12 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:23.185, 2, 64.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:23.185, 3, 63.48 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:24.185, 0, 147.00 W, 100 %, 6 %, 34169 MiB
2026/09/12 13:22:24.185, 1, 63.11 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:24.185, 2, 64.51 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:24.185, 3, 63.48 W, 0 %, 0 %, 4 MiB
2026/09/12 13:22:25.185, 0, 147.02 W, 100 %, 7 %, 34169 MiB
