timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2026/09/12 14:11:46.560, 3, 63.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:47.560, 0, 173.45 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:11:47.560, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:47.560, 2, 64.36 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:47.560, 3, 63.48 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:48.560, 0, 172.73 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:11:48.560, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:48.560, 2, 64.43 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:48.560, 3, 63.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:49.560, 0, 169.17 W, 76 %, 4 %, 83463 MiB
2026/09/12 14:11:49.560, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:49.560, 2, 64.48 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:49.560, 3, 63.50 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:50.560, 0, 180.14 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:11:50.561, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:50.561, 2, 64.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:50.561, 3, 63.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:51.561, 0, 180.14 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:11:51.561, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:51.561, 2, 64.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:51.561, 3, 63.44 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:52.561, 0, 173.23 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:11:52.561, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:52.561, 2, 64.43 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:52.561, 3, 63.40 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:53.561, 0, 172.75 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:11:53.561, 1, 63.04 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:53.561, 2, 64.48 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:53.561, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:54.561, 0, 169.85 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:11:54.562, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:54.562, 2, 64.42 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:54.562, 3, 63.38 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:55.562, 0, 181.51 W, 100 %, 8 %, 83463 MiB
2026/09/12 14:11:55.562, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:55.562, 2, 64.43 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:55.562, 3, 63.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:56.562, 0, 179.45 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:11:56.562, 1, 63.03 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:56.562, 2, 64.40 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:56.562, 3, 63.50 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:57.562, 0, 173.38 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:11:57.562, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:57.562, 2, 64.43 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:57.562, 3, 63.41 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:58.562, 0, 172.89 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:11:58.562, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:58.563, 2, 64.48 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:58.563, 3, 63.46 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:59.563, 0, 170.01 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:11:59.563, 1, 63.06 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:59.563, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:11:59.563, 3, 63.50 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:00.563, 0, 179.69 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:12:00.563, 1, 63.05 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:00.563, 2, 64.44 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:00.563, 3, 63.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:01.563, 0, 175.71 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:12:01.563, 1, 63.06 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:01.563, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:01.563, 3, 63.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:02.563, 0, 170.51 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:12:02.563, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:02.564, 2, 64.44 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:02.564, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:03.564, 0, 171.08 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:12:03.564, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:03.564, 2, 64.44 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:03.564, 3, 63.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:04.564, 0, 172.33 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:12:04.564, 1, 63.06 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:04.564, 2, 64.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:04.564, 3, 63.45 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:05.564, 0, 180.68 W, 100 %, 8 %, 83463 MiB
2026/09/12 14:12:05.564, 1, 63.09 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:05.564, 2, 64.47 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:05.564, 3, 63.53 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:06.564, 0, 175.63 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:12:06.564, 1, 63.06 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:06.564, 2, 64.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:06.565, 3, 63.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:07.565, 0, 171.95 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:12:07.565, 1, 63.10 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:07.565, 2, 64.46 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:07.565, 3, 63.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:08.565, 0, 171.69 W, 100 %, 5 %, 83463 MiB
2026/09/12 14:12:08.565, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:08.565, 2, 64.46 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:08.565, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:09.565, 0, 172.55 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:12:09.565, 1, 63.08 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:09.565, 2, 64.47 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:09.565, 3, 63.52 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:10.565, 0, 178.81 W, 100 %, 7 %, 83463 MiB
2026/09/12 14:12:10.565, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:10.566, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:10.566, 3, 63.47 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:11.566, 0, 173.38 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:12:11.566, 1, 63.04 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:11.566, 2, 64.47 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:11.566, 3, 63.53 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:12.566, 0, 171.72 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:12:12.566, 1, 63.07 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:12.566, 2, 64.49 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:12.566, 3, 63.51 W, 0 %, 0 %, 4 MiB
2026/09/12 14:12:13.566, 0, 170.80 W, 100 %, 4 %, 83463 MiB
2026/09/12 14:12:13.566, 1, 63.10 W, 0 %, 0 %, 4 MiB
