timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/16 00:30:42.573, 0, 1785 MHz, 2619 MHz, 92.65 W, 0 %, 16745 MiB
2026/09/16 00:30:42.773, 0, 1785 MHz, 2619 MHz, 98.26 W, 11 %, 84643 MiB
2026/09/16 00:30:42.973, 0, 1785 MHz, 2619 MHz, 98.11 W, 0 %, 84643 MiB
2026/09/16 00:30:43.174, 0, 1785 MHz, 2619 MHz, 98.02 W, 0 %, 84643 MiB
2026/09/16 00:30:43.374, 0, 1785 MHz, 2619 MHz, 98.04 W, 0 %, 84643 MiB
2026/09/16 00:30:43.574, 0, 1785 MHz, 2619 MHz, 98.05 W, 0 %, 84643 MiB
2026/09/16 00:30:43.774, 0, 1785 MHz, 2619 MHz, 92.69 W, 0 %, 84643 MiB
2026/09/16 00:30:43.975, 0, 1785 MHz, 2619 MHz, 92.68 W, 0 %, 84643 MiB
2026/09/16 00:30:44.175, 0, 1785 MHz, 2619 MHz, 92.70 W, 0 %, 84643 MiB
2026/09/16 00:30:44.375, 0, 1230 MHz, 2619 MHz, 127.88 W, 0 %, 86691 MiB
2026/09/16 00:30:44.575, 0, 1200 MHz, 2619 MHz, 193.15 W, 100 %, 86691 MiB
2026/09/16 00:30:44.785, 0, 1635 MHz, 2619 MHz, 243.13 W, 100 %, 86691 MiB
2026/09/16 00:30:44.985, 0, 1770 MHz, 2619 MHz, 267.86 W, 51 %, 87193 MiB
2026/09/16 00:30:45.185, 0, 1770 MHz, 2619 MHz, 271.91 W, 0 %, 87697 MiB
2026/09/16 00:30:45.385, 0, 1770 MHz, 2619 MHz, 257.05 W, 27 %, 87699 MiB
2026/09/16 00:30:45.586, 0, 1770 MHz, 2619 MHz, 192.63 W, 0 %, 87699 MiB
2026/09/16 00:30:45.786, 0, 1785 MHz, 2619 MHz, 137.52 W, 0 %, 87699 MiB
2026/09/16 00:30:45.986, 0, 1785 MHz, 2619 MHz, 113.33 W, 0 %, 87699 MiB
2026/09/16 00:30:46.187, 0, 1785 MHz, 2619 MHz, 109.47 W, 0 %, 87699 MiB
2026/09/16 00:30:46.387, 0, 1785 MHz, 2619 MHz, 92.80 W, 0 %, 87699 MiB
2026/09/16 00:30:46.587, 0, 1785 MHz, 2619 MHz, 93.05 W, 0 %, 87699 MiB
2026/09/16 00:30:46.787, 0, 1785 MHz, 2619 MHz, 93.10 W, 0 %, 87699 MiB
2026/09/16 00:30:46.988, 0, 1785 MHz, 2619 MHz, 93.05 W, 0 %, 87699 MiB
2026/09/16 00:30:47.188, 0, 1785 MHz, 2619 MHz, 93.03 W, 0 %, 87699 MiB
2026/09/16 00:30:47.388, 0, 1785 MHz, 2619 MHz, 93.03 W, 0 %, 87699 MiB
2026/09/16 00:30:47.589, 0, 1785 MHz, 2619 MHz, 93.03 W, 0 %, 87699 MiB
2026/09/16 00:30:47.789, 0, 1785 MHz, 2619 MHz, 95.79 W, 0 %, 87699 MiB
