timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/15 20:55:37.767, 0, 1785 MHz, 2619 MHz, 89.41 W, 0 %, 16615 MiB
2026/09/15 20:55:37.867, 0, 1785 MHz, 2619 MHz, 89.31 W, 0 %, 16615 MiB
2026/09/15 20:55:37.968, 0, 1785 MHz, 2619 MHz, 89.25 W, 0 %, 17161 MiB
2026/09/15 20:55:38.068, 0, 1785 MHz, 2619 MHz, 89.30 W, 0 %, 18761 MiB
2026/09/15 20:55:38.168, 0, 1260 MHz, 2619 MHz, 123.31 W, 0 %, 18761 MiB
2026/09/15 20:55:38.268, 0, 1200 MHz, 2619 MHz, 155.85 W, 100 %, 18761 MiB
2026/09/15 20:55:38.368, 0, 1215 MHz, 2619 MHz, 186.88 W, 100 %, 18761 MiB
2026/09/15 20:55:38.468, 0, 1215 MHz, 2619 MHz, 221.77 W, 100 %, 18761 MiB
2026/09/15 20:55:38.568, 0, 1500 MHz, 2619 MHz, 233.38 W, 100 %, 18761 MiB
2026/09/15 20:55:38.669, 0, 1770 MHz, 2619 MHz, 236.02 W, 27 %, 18761 MiB
2026/09/15 20:55:38.769, 0, 1770 MHz, 2619 MHz, 233.07 W, 27 %, 18761 MiB
2026/09/15 20:55:38.869, 0, 1770 MHz, 2619 MHz, 235.90 W, 0 %, 18761 MiB
2026/09/15 20:55:38.970, 0, 1785 MHz, 2619 MHz, 235.72 W, 0 %, 18761 MiB
2026/09/15 20:55:39.070, 0, 1785 MHz, 2619 MHz, 233.06 W, 0 %, 18761 MiB
2026/09/15 20:55:39.170, 0, 1785 MHz, 2619 MHz, 206.16 W, 0 %, 18761 MiB
2026/09/15 20:55:39.270, 0, 1785 MHz, 2619 MHz, 174.19 W, 0 %, 18761 MiB
2026/09/15 20:55:39.371, 0, 1785 MHz, 2619 MHz, 136.51 W, 0 %, 18761 MiB
2026/09/15 20:55:39.471, 0, 1785 MHz, 2619 MHz, 103.63 W, 1 %, 18761 MiB
2026/09/15 20:55:39.571, 0, 1785 MHz, 2619 MHz, 89.11 W, 1 %, 18761 MiB
2026/09/15 20:55:39.672, 0, 1785 MHz, 2619 MHz, 89.40 W, 0 %, 18761 MiB
2026/09/15 20:55:39.772, 0, 1785 MHz, 2619 MHz, 89.54 W, 0 %, 18761 MiB
2026/09/15 20:55:39.872, 0, 1785 MHz, 2619 MHz, 89.62 W, 0 %, 18761 MiB
2026/09/15 20:55:39.973, 0, 1785 MHz, 2619 MHz, 89.66 W, 0 %, 18761 MiB
2026/09/15 20:55:40.073, 0, 1785 MHz, 2619 MHz, 94.46 W, 0 %, 84643 MiB
2026/09/15 20:55:40.173, 0, 1785 MHz, 2619 MHz, 94.63 W, 0 %, 84643 MiB
2026/09/15 20:55:40.273, 0, 1785 MHz, 2619 MHz, 94.54 W, 0 %, 84643 MiB
2026/09/15 20:55:40.374, 0, 1785 MHz, 2619 MHz, 94.51 W, 0 %, 84643 MiB
2026/09/15 20:55:40.474, 0, 1785 MHz, 2619 MHz, 94.59 W, 0 %, 84643 MiB
2026/09/15 20:55:40.574, 0, 1785 MHz, 2619 MHz, 94.60 W, 0 %, 84643 MiB
2026/09/15 20:55:40.674, 0, 1785 MHz, 2619 MHz, 94.51 W, 0 %, 84643 MiB
2026/09/15 20:55:40.774, 0, 1785 MHz, 2619 MHz, 94.52 W, 0 %, 84643 MiB
2026/09/15 20:55:40.874, 0, 1785 MHz, 2619 MHz, 94.61 W, 0 %, 84643 MiB
2026/09/15 20:55:40.975, 0, 1785 MHz, 2619 MHz, 94.53 W, 0 %, 84643 MiB
2026/09/15 20:55:41.075, 0, 1785 MHz, 2619 MHz, 89.71 W, 0 %, 84643 MiB
2026/09/15 20:55:41.175, 0, 1785 MHz, 2619 MHz, 89.65 W, 0 %, 84643 MiB
2026/09/15 20:55:41.275, 0, 1785 MHz, 2619 MHz, 89.64 W, 0 %, 84643 MiB
2026/09/15 20:55:41.376, 0, 1785 MHz, 2619 MHz, 89.65 W, 0 %, 84643 MiB
2026/09/15 20:55:41.476, 0, 1785 MHz, 2619 MHz, 89.66 W, 0 %, 84643 MiB
2026/09/15 20:55:41.576, 0, 1785 MHz, 2619 MHz, 89.67 W, 0 %, 84643 MiB
2026/09/15 20:55:41.676, 0, 1785 MHz, 2619 MHz, 89.66 W, 0 %, 84643 MiB
2026/09/15 20:55:41.776, 0, 1785 MHz, 2619 MHz, 89.65 W, 0 %, 84643 MiB
2026/09/15 20:55:41.876, 0, 1785 MHz, 2619 MHz, 89.64 W, 0 %, 84643 MiB
2026/09/15 20:55:41.977, 0, 1785 MHz, 2619 MHz, 89.66 W, 0 %, 84643 MiB
