timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], utilization.gpu [%], memory.used [MiB]
2026/09/24 19:53:29.573, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:29.673, 0, 1785 MHz, 2619 MHz, 96.40 W, 0 %, 0 MiB
2026/09/24 19:53:29.673, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:29.673, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:29.673, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:29.773, 0, 1785 MHz, 2619 MHz, 96.38 W, 0 %, 0 MiB
2026/09/24 19:53:29.773, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:29.773, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:29.773, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:29.873, 0, 1785 MHz, 2619 MHz, 96.31 W, 0 %, 0 MiB
2026/09/24 19:53:29.873, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:29.873, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:29.873, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:29.973, 0, 1785 MHz, 2619 MHz, 96.27 W, 0 %, 0 MiB
2026/09/24 19:53:29.973, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:29.973, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:29.973, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.073, 0, 1785 MHz, 2619 MHz, 96.20 W, 0 %, 0 MiB
2026/09/24 19:53:30.074, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:30.074, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:30.074, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:30.174, 0, 1785 MHz, 2619 MHz, 96.14 W, 0 %, 0 MiB
2026/09/24 19:53:30.174, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:30.174, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:30.174, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.274, 0, 375 MHz, 2619 MHz, 95.11 W, 0 %, 0 MiB
2026/09/24 19:53:30.274, 1, 345 MHz, 2619 MHz, 64.99 W, 0 %, 0 MiB
2026/09/24 19:53:30.274, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:30.274, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.374, 0, 375 MHz, 2619 MHz, 91.93 W, 0 %, 0 MiB
2026/09/24 19:53:30.374, 1, 345 MHz, 2619 MHz, 64.98 W, 0 %, 0 MiB
2026/09/24 19:53:30.374, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:30.374, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.474, 0, 345 MHz, 2619 MHz, 88.57 W, 0 %, 0 MiB
2026/09/24 19:53:30.474, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:30.474, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:30.474, 3, 345 MHz, 2619 MHz, 61.09 W, 0 %, 0 MiB
2026/09/24 19:53:30.575, 0, 345 MHz, 2619 MHz, 85.31 W, 0 %, 0 MiB
2026/09/24 19:53:30.575, 1, 345 MHz, 2619 MHz, 64.98 W, 0 %, 0 MiB
2026/09/24 19:53:30.575, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:30.575, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.675, 0, 345 MHz, 2619 MHz, 82.01 W, 0 %, 0 MiB
2026/09/24 19:53:30.675, 1, 345 MHz, 2619 MHz, 64.97 W, 0 %, 0 MiB
2026/09/24 19:53:30.675, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:30.675, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.775, 0, 345 MHz, 2619 MHz, 78.71 W, 0 %, 0 MiB
2026/09/24 19:53:30.775, 1, 345 MHz, 2619 MHz, 64.99 W, 0 %, 0 MiB
2026/09/24 19:53:30.775, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:30.775, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:30.875, 0, 345 MHz, 2619 MHz, 75.46 W, 0 %, 0 MiB
2026/09/24 19:53:30.875, 1, 345 MHz, 2619 MHz, 64.97 W, 0 %, 0 MiB
2026/09/24 19:53:30.875, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:30.875, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:30.975, 0, 345 MHz, 2619 MHz, 72.15 W, 0 %, 0 MiB
2026/09/24 19:53:30.975, 1, 345 MHz, 2619 MHz, 64.98 W, 0 %, 0 MiB
2026/09/24 19:53:30.975, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:30.976, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:31.076, 0, 345 MHz, 2619 MHz, 68.87 W, 0 %, 0 MiB
2026/09/24 19:53:31.076, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:31.076, 2, 345 MHz, 2619 MHz, 63.11 W, 0 %, 0 MiB
2026/09/24 19:53:31.076, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.176, 0, 345 MHz, 2619 MHz, 65.60 W, 0 %, 0 MiB
2026/09/24 19:53:31.176, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:31.176, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.176, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:31.276, 0, 345 MHz, 2619 MHz, 63.39 W, 0 %, 0 MiB
2026/09/24 19:53:31.276, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:31.276, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.276, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:31.376, 0, 345 MHz, 2619 MHz, 63.28 W, 0 %, 0 MiB
2026/09/24 19:53:31.376, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:31.376, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.376, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:31.476, 0, 345 MHz, 2619 MHz, 63.28 W, 0 %, 0 MiB
2026/09/24 19:53:31.476, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:31.477, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.477, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:31.577, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:31.577, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:31.577, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.577, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:31.677, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:31.677, 1, 345 MHz, 2619 MHz, 65.05 W, 0 %, 0 MiB
2026/09/24 19:53:31.677, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.677, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:31.777, 0, 345 MHz, 2619 MHz, 63.28 W, 0 %, 0 MiB
2026/09/24 19:53:31.777, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:31.777, 2, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:31.777, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:31.877, 0, 345 MHz, 2619 MHz, 63.24 W, 0 %, 0 MiB
2026/09/24 19:53:31.877, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:31.877, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:31.877, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:31.977, 0, 345 MHz, 2619 MHz, 63.27 W, 0 %, 0 MiB
2026/09/24 19:53:31.977, 1, 345 MHz, 2619 MHz, 65.06 W, 0 %, 0 MiB
2026/09/24 19:53:31.977, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:31.977, 3, 345 MHz, 2619 MHz, 61.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.078, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:32.078, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:32.078, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:32.078, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:32.178, 0, 345 MHz, 2619 MHz, 63.20 W, 0 %, 0 MiB
2026/09/24 19:53:32.178, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:32.178, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:32.178, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:32.278, 0, 345 MHz, 2619 MHz, 63.23 W, 0 %, 0 MiB
2026/09/24 19:53:32.278, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:32.278, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:32.278, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:32.378, 0, 345 MHz, 2619 MHz, 63.19 W, 0 %, 0 MiB
2026/09/24 19:53:32.378, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:32.378, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.378, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:32.478, 0, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:32.478, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:32.478, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.478, 3, 345 MHz, 2619 MHz, 61.06 W, 0 %, 0 MiB
2026/09/24 19:53:32.578, 0, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:32.579, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:32.579, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:32.579, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:32.679, 0, 345 MHz, 2619 MHz, 63.06 W, 0 %, 0 MiB
2026/09/24 19:53:32.679, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:32.679, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.679, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:32.779, 0, 345 MHz, 2619 MHz, 63.01 W, 0 %, 0 MiB
2026/09/24 19:53:32.779, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:32.779, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.779, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:32.879, 0, 345 MHz, 2619 MHz, 63.01 W, 0 %, 0 MiB
2026/09/24 19:53:32.879, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:32.879, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:32.879, 3, 345 MHz, 2619 MHz, 61.04 W, 0 %, 0 MiB
2026/09/24 19:53:32.979, 0, 345 MHz, 2619 MHz, 62.94 W, 0 %, 0 MiB
2026/09/24 19:53:32.991, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:32.991, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:32.991, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:33.091, 0, 345 MHz, 2619 MHz, 62.89 W, 0 %, 0 MiB
2026/09/24 19:53:33.096, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:33.096, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:33.096, 3, 345 MHz, 2619 MHz, 61.06 W, 0 %, 0 MiB
2026/09/24 19:53:33.196, 0, 345 MHz, 2619 MHz, 62.94 W, 0 %, 0 MiB
2026/09/24 19:53:33.209, 1, 345 MHz, 2619 MHz, 65.05 W, 0 %, 0 MiB
2026/09/24 19:53:33.209, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:33.209, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:33.309, 0, 345 MHz, 2619 MHz, 62.94 W, 0 %, 0 MiB
2026/09/24 19:53:33.309, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:33.309, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:33.309, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:33.409, 0, 345 MHz, 2619 MHz, 62.96 W, 0 %, 0 MiB
2026/09/24 19:53:33.409, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:33.409, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:33.409, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:33.509, 0, 345 MHz, 2619 MHz, 63.01 W, 0 %, 0 MiB
2026/09/24 19:53:33.509, 1, 345 MHz, 2619 MHz, 65.07 W, 0 %, 0 MiB
2026/09/24 19:53:33.509, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:33.510, 3, 345 MHz, 2619 MHz, 61.12 W, 0 %, 0 MiB
2026/09/24 19:53:33.610, 0, 345 MHz, 2619 MHz, 63.04 W, 0 %, 0 MiB
2026/09/24 19:53:33.610, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:33.610, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:33.610, 3, 345 MHz, 2619 MHz, 61.13 W, 0 %, 0 MiB
2026/09/24 19:53:33.710, 0, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:33.710, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:33.710, 2, 345 MHz, 2619 MHz, 63.11 W, 0 %, 0 MiB
2026/09/24 19:53:33.710, 3, 345 MHz, 2619 MHz, 61.13 W, 0 %, 0 MiB
2026/09/24 19:53:33.810, 0, 345 MHz, 2619 MHz, 63.12 W, 0 %, 0 MiB
2026/09/24 19:53:33.810, 1, 345 MHz, 2619 MHz, 65.06 W, 0 %, 0 MiB
2026/09/24 19:53:33.810, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:33.810, 3, 345 MHz, 2619 MHz, 61.13 W, 0 %, 0 MiB
2026/09/24 19:53:33.910, 0, 345 MHz, 2619 MHz, 63.13 W, 0 %, 0 MiB
2026/09/24 19:53:33.910, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:33.910, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:33.910, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:34.010, 0, 345 MHz, 2619 MHz, 63.21 W, 0 %, 0 MiB
2026/09/24 19:53:34.010, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:34.010, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.011, 3, 345 MHz, 2619 MHz, 61.11 W, 0 %, 0 MiB
2026/09/24 19:53:34.111, 0, 345 MHz, 2619 MHz, 63.25 W, 0 %, 0 MiB
2026/09/24 19:53:34.111, 1, 345 MHz, 2619 MHz, 65.06 W, 0 %, 0 MiB
2026/09/24 19:53:34.111, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:34.111, 3, 345 MHz, 2619 MHz, 61.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.211, 0, 345 MHz, 2619 MHz, 63.24 W, 0 %, 0 MiB
2026/09/24 19:53:34.211, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:34.211, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.211, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:34.311, 0, 345 MHz, 2619 MHz, 63.27 W, 0 %, 0 MiB
2026/09/24 19:53:34.311, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:34.311, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.311, 3, 345 MHz, 2619 MHz, 61.06 W, 0 %, 0 MiB
2026/09/24 19:53:34.411, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:34.411, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:34.411, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.411, 3, 345 MHz, 2619 MHz, 61.03 W, 0 %, 0 MiB
2026/09/24 19:53:34.511, 0, 345 MHz, 2619 MHz, 63.25 W, 0 %, 0 MiB
2026/09/24 19:53:34.512, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:34.512, 2, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:34.512, 3, 345 MHz, 2619 MHz, 61.04 W, 0 %, 0 MiB
2026/09/24 19:53:34.612, 0, 345 MHz, 2619 MHz, 63.28 W, 0 %, 0 MiB
2026/09/24 19:53:34.612, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:34.612, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:34.612, 3, 345 MHz, 2619 MHz, 61.04 W, 0 %, 0 MiB
2026/09/24 19:53:34.712, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:34.712, 1, 345 MHz, 2619 MHz, 65.03 W, 0 %, 0 MiB
2026/09/24 19:53:34.712, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:34.712, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:34.812, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:34.812, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:34.812, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:34.812, 3, 345 MHz, 2619 MHz, 61.04 W, 0 %, 0 MiB
2026/09/24 19:53:34.912, 0, 345 MHz, 2619 MHz, 63.28 W, 0 %, 0 MiB
2026/09/24 19:53:34.913, 1, 345 MHz, 2619 MHz, 65.01 W, 0 %, 0 MiB
2026/09/24 19:53:34.913, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:34.913, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:35.013, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:35.013, 1, 345 MHz, 2619 MHz, 65.04 W, 0 %, 0 MiB
2026/09/24 19:53:35.013, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:35.013, 3, 345 MHz, 2619 MHz, 61.06 W, 0 %, 0 MiB
2026/09/24 19:53:35.113, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:35.113, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:35.113, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.113, 3, 345 MHz, 2619 MHz, 61.05 W, 0 %, 0 MiB
2026/09/24 19:53:35.213, 0, 345 MHz, 2619 MHz, 63.26 W, 0 %, 0 MiB
2026/09/24 19:53:35.213, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:35.213, 2, 345 MHz, 2619 MHz, 63.06 W, 0 %, 0 MiB
2026/09/24 19:53:35.213, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.313, 0, 345 MHz, 2619 MHz, 63.22 W, 0 %, 0 MiB
2026/09/24 19:53:35.313, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:35.313, 2, 345 MHz, 2619 MHz, 63.06 W, 0 %, 0 MiB
2026/09/24 19:53:35.313, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:35.414, 0, 345 MHz, 2619 MHz, 63.23 W, 0 %, 0 MiB
2026/09/24 19:53:35.414, 1, 345 MHz, 2619 MHz, 64.99 W, 0 %, 0 MiB
2026/09/24 19:53:35.414, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.414, 3, 345 MHz, 2619 MHz, 61.09 W, 0 %, 0 MiB
2026/09/24 19:53:35.514, 0, 345 MHz, 2619 MHz, 63.21 W, 0 %, 0 MiB
2026/09/24 19:53:35.514, 1, 345 MHz, 2619 MHz, 64.98 W, 0 %, 0 MiB
2026/09/24 19:53:35.514, 2, 345 MHz, 2619 MHz, 63.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.514, 3, 345 MHz, 2619 MHz, 61.08 W, 0 %, 0 MiB
2026/09/24 19:53:35.614, 0, 345 MHz, 2619 MHz, 63.15 W, 0 %, 0 MiB
2026/09/24 19:53:35.614, 1, 345 MHz, 2619 MHz, 65.02 W, 0 %, 0 MiB
2026/09/24 19:53:35.614, 2, 345 MHz, 2619 MHz, 63.08 W, 0 %, 0 MiB
2026/09/24 19:53:35.614, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.714, 0, 345 MHz, 2619 MHz, 63.13 W, 0 %, 0 MiB
2026/09/24 19:53:35.714, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
2026/09/24 19:53:35.714, 2, 345 MHz, 2619 MHz, 63.09 W, 0 %, 0 MiB
2026/09/24 19:53:35.714, 3, 345 MHz, 2619 MHz, 61.07 W, 0 %, 0 MiB
2026/09/24 19:53:35.814, 0, 345 MHz, 2619 MHz, 63.10 W, 0 %, 0 MiB
2026/09/24 19:53:35.814, 1, 345 MHz, 2619 MHz, 65.00 W, 0 %, 0 MiB
