sample,timestamp,wall_time,bw_mbps,iops,lat_mean_us,lat_p50_us,lat_p95_us,lat_p99_us,lat_max_us
253,2026-09-13T17:43:53-05:00,5146,2596.9,20776,3078.9,2998.3,3620.9,4079.6,7005.8
254,2026-09-13T17:44:13-05:00,5166,2584.8,20679,3093.4,3031.0,3653.6,4079.6,6892.9
255,2026-09-13T17:44:34-05:00,5187,2584.7,20678,3093.5,2998.3,3653.6,4177.9,8014.6
256,2026-09-13T17:44:54-05:00,5207,2596.3,20771,3079.6,2998.3,3620.9,4079.6,6946.3
257,2026-09-13T17:45:15-05:00,5228,2580.6,20645,3098.6,2998.3,3653.6,4227.1,7249.8
258,2026-09-13T17:45:35-05:00,5248,2589.5,20716,3087.8,2998.3,3653.6,4145.2,6986.4
259,2026-09-13T17:45:55-05:00,5268,2600.0,20800,3075.2,2998.3,3620.9,4046.8,7465.9
260,2026-09-13T17:46:16-05:00,5289,2576.5,20612,3103.5,3031.0,3653.6,4112.4,7519.2
261,2026-09-13T17:46:36-05:00,5309,2593.0,20744,3083.4,2998.3,3653.6,4079.6,7082.6
262,2026-09-13T17:46:57-05:00,5330,2602.6,20821,3072.1,2998.3,3620.9,4046.8,7128.2
263,2026-09-13T17:47:17-05:00,5350,2589.1,20713,3088.4,2998.3,3620.9,4145.2,6977.7
264,2026-09-13T17:47:37-05:00,5370,2599.6,20797,3075.7,2998.3,3620.9,4046.8,6688.3
265,2026-09-13T17:47:58-05:00,5391,2588.6,20708,3088.9,2998.3,3620.9,4112.4,7340.8
266,2026-09-13T17:48:18-05:00,5411,2592.7,20742,3083.9,2998.3,3620.9,4079.6,7161.2
267,2026-09-13T17:48:39-05:00,5432,2599.7,20797,3075.8,2998.3,3588.1,4046.8,7228.7
268,2026-09-13T17:48:59-05:00,5452,2597.8,20782,3077.9,2998.3,3620.9,4046.8,6831.0
269,2026-09-13T17:49:20-05:00,5473,2588.2,20705,3089.3,2998.3,3620.9,4112.4,7539.4
270,2026-09-13T17:49:40-05:00,5493,2594.1,20753,3082.3,2998.3,3620.9,4046.8,7017.0
271,2026-09-13T17:50:00-05:00,5513,2593.6,20749,3082.9,2998.3,3620.9,4046.8,6851.9
272,2026-09-13T17:50:21-05:00,5534,2597.8,20782,3078.0,2998.3,3620.9,4014.1,10663.5
273,2026-09-13T17:50:41-05:00,5554,2592.0,20736,3084.7,2998.3,3620.9,4046.8,7067.3
274,2026-09-13T17:51:02-05:00,5575,2581.5,20652,3097.3,3031.0,3653.6,4227.1,6766.7
275,2026-09-13T17:51:22-05:00,5595,2541.2,20330,3146.6,3063.8,3719.2,4227.1,7019.4
276,2026-09-13T17:51:43-05:00,5616,2608.4,20868,3065.2,2998.3,3620.9,3948.5,6645.9
277,2026-09-13T17:52:03-05:00,5636,2605.3,20842,3069.1,2998.3,3620.9,4014.1,10141.2
278,2026-09-13T17:52:23-05:00,5656,2597.1,20777,3078.8,2998.3,3620.9,4046.8,7695.5
279,2026-09-13T17:52:44-05:00,5677,2609.2,20873,3064.5,2998.3,3588.1,3981.3,6637.1
280,2026-09-13T17:53:04-05:00,5697,2599.4,20795,3076.1,2998.3,3620.9,4112.4,7084.2
281,2026-09-13T17:53:25-05:00,5718,2582.5,20660,3096.1,3031.0,3653.6,4112.4,7197.2
282,2026-09-13T17:53:45-05:00,5738,2609.7,20877,3063.9,2998.3,3588.1,3981.3,7478.4
283,2026-09-13T17:54:05-05:00,5758,2588.8,20710,3088.7,2998.3,3653.6,4079.6,7615.5
284,2026-09-13T17:54:26-05:00,5779,2594.9,20759,3081.3,2998.3,3653.6,4079.6,7243.8
285,2026-09-13T17:54:46-05:00,5799,2590.1,20721,3087.1,2998.3,3653.6,4112.4,7743.3
286,2026-09-13T17:55:07-05:00,5820,2600.7,20806,3074.5,2998.3,3620.9,4046.8,7096.8
287,2026-09-13T17:55:27-05:00,5840,2600.3,20802,3074.9,2998.3,3620.9,4046.8,6819.5
288,2026-09-13T17:55:48-05:00,5861,2598.8,20790,3076.7,2998.3,3620.9,3981.3,6792.1
289,2026-09-13T17:56:08-05:00,5881,2584.9,20679,3093.3,3031.0,3653.6,4112.4,7056.2
290,2026-09-13T17:56:28-05:00,5901,2591.7,20733,3085.3,2998.3,3620.9,4227.1,6977.2
291,2026-09-13T17:56:49-05:00,5922,2591.5,20732,3085.5,2998.3,3653.6,4079.6,6931.1
292,2026-09-13T17:57:09-05:00,5942,2593.1,20745,3083.5,2998.3,3620.9,4046.8,6880.3
293,2026-09-13T17:57:30-05:00,5963,2593.3,20746,3083.3,2998.3,3620.9,4177.9,7857.2
294,2026-09-13T17:57:50-05:00,5983,2587.9,20703,3089.6,2998.3,3653.6,4079.6,7228.9
295,2026-09-13T17:58:10-05:00,6003,2593.3,20746,3083.4,2998.3,3653.6,4227.1,8070.1
296,2026-09-13T17:58:31-05:00,6024,2597.9,20784,3077.6,2998.3,3620.9,4112.4,8247.3
297,2026-09-13T17:58:51-05:00,6044,2582.0,20656,3096.7,2998.3,3653.6,4145.2,7975.2
298,2026-09-13T17:59:12-05:00,6065,2581.6,20652,3097.2,3031.0,3620.9,4112.4,8407.0
299,2026-09-13T17:59:32-05:00,6085,2588.8,20710,3088.6,2998.3,3653.6,4358.1,7893.3
300,2026-09-13T17:59:53-05:00,6106,2582.3,20659,3096.4,2998.3,3653.6,4227.1,7326.2
301,2026-09-13T18:00:13-05:00,6126,2602.7,20821,3072.2,2998.3,3588.1,4046.8,7020.5
302,2026-09-13T18:00:33-05:00,6146,2582.0,20656,3096.7,2998.3,3653.6,4292.6,7943.8
303,2026-09-13T18:00:54-05:00,6167,2583.5,20668,3095.1,3031.0,3620.9,4145.2,8343.9
304,2026-09-13T18:01:14-05:00,6187,2585.4,20683,3092.7,2998.3,3653.6,4292.6,6747.9
305,2026-09-13T18:01:35-05:00,6208,2578.2,20626,3101.3,2998.3,3653.6,4145.2,73776.6
